date,region,ecozone,pm25_obs,pm25_mech,smoke_event,vulnerability,monitoring_density,hybrid_mean,hybrid_p05,hybrid_p95,interval_width,covered
2023-01-02,R01,Northern,5.362550016160356,5.253883034531374,0,0.496551381234279,0.12443036215390332,4.195735523176058,3.3257294139845857,4.802545175797123,1.4768157618125373,0
2023-01-09,R01,Northern,5.6165447435416445,5.2640117939826006,0,0.496551381234279,0.12443036215390332,4.6075788596371545,4.2439544775775015,4.944706390673227,0.7007519130957256,0
2023-01-16,R01,Northern,6.962357020814668,5.31540759115407,0,0.496551381234279,0.12443036215390332,5.007872006277605,4.841947535149625,5.133511287607368,0.29156375245774235,0
2023-01-23,R01,Northern,9.006245736532996,5.627698809995199,0,0.496551381234279,0.12443036215390332,5.180331010251594,4.981601932768198,5.371948195394138,0.39034626262593974,0
2023-01-30,R01,Northern,4.613993606241685,5.416117437414446,0,0.496551381234279,0.12443036215390332,4.9285855608508315,4.507454509429428,5.2936914021160835,0.7862368926866559,1
2023-02-06,R01,Northern,2.586368543445429,5.569605274869533,0,0.496551381234279,0.12443036215390332,4.93163330181704,4.225182913133714,5.4090932407204715,1.1839103275867577,0
2023-02-13,R01,Northern,6.488922300536147,5.175963968070811,0,0.496551381234279,0.12443036215390332,4.949340003988759,4.7160230814291975,5.179957642359181,0.4639345609299834,0
2023-02-20,R01,Northern,8.179954825247954,5.648945718055733,0,0.496551381234279,0.12443036215390332,5.222644077646808,4.297233000370953,5.755778117028741,1.4585451166577874,0
2023-02-27,R01,Northern,7.849821755851082,5.421952259561622,0,0.496551381234279,0.12443036215390332,4.82872477035634,4.472935329143262,5.202552660932824,0.7296173317895622,0
2023-03-06,R01,Northern,6.372948023030672,5.660918173888458,0,0.496551381234279,0.12443036215390332,5.372954661460625,5.281854719628096,5.483788759093741,0.20193403946564548,0
2023-03-13,R01,Northern,9.889598115236598,5.733705858785811,0,0.496551381234279,0.12443036215390332,5.695328307012789,5.519771552988915,5.929899440558013,0.41012788756909835,0
2023-03-20,R01,Northern,4.588063461648668,5.589635893424473,0,0.496551381234279,0.12443036215390332,5.404684480310627,5.201052258429076,5.639953751008708,0.43890149257963174,0
2023-03-27,R01,Northern,8.755556370013942,5.5463344776616035,0,0.496551381234279,0.12443036215390332,5.275805060152358,5.074761922841945,5.423475414239612,0.3487134913976675,0
2023-04-03,R01,Northern,2.689855840322276,5.662916827320543,0,0.496551381234279,0.12443036215390332,5.431599512453662,5.246998931752243,5.720236946715726,0.47323801496348317,0
2023-04-10,R01,Northern,0.5,5.573246041892679,0,0.496551381234279,0.12443036215390332,5.198370695194967,4.986925936964699,5.341588432127846,0.3546624951631472,0
2023-04-17,R01,Northern,3.117194846385532,6.004710501699799,0,0.496551381234279,0.12443036215390332,5.739010430299294,5.5416252969193955,5.9754344038617875,0.43380910694239194,0
2023-04-24,R01,Northern,4.454979942474818,5.978593079983389,0,0.496551381234279,0.12443036215390332,5.889825197367901,5.638061776001517,6.076315435104448,0.4382536591029309,0
2023-05-01,R01,Northern,7.4537830255723465,6.805409324646974,0,0.496551381234279,0.12443036215390332,7.415112178758114,7.3051548916961,7.4996598871507985,0.19450499545469846,1
2023-05-08,R01,Northern,6.001789601847381,7.127587131576582,0,0.496551381234279,0.12443036215390332,8.08310118734193,7.5898144093993745,8.440204897005371,0.8503904876059964,0
2023-05-15,R01,Northern,16.188678459713746,13.554943139216107,1,0.496551381234279,0.12443036215390332,15.835001523841155,15.42573652789019,16.204200896288697,0.778464368398506,1
2023-05-22,R01,Northern,9.73472546080864,7.301062366895742,0,0.496551381234279,0.12443036215390332,8.217254614353765,7.995140629448767,8.45629596557626,0.4611553361274927,0
2023-05-29,R01,Northern,9.231369804359847,7.4854338523605435,0,0.496551381234279,0.12443036215390332,8.288012942501771,8.116532587234463,8.51757513520482,0.40104254797035743,0
2023-06-05,R01,Northern,7.094796379816698,6.762582102469272,0,0.496551381234279,0.12443036215390332,7.441151819932881,7.367978399421207,7.502680080105217,0.13470168068401023,0
2023-06-12,R01,Northern,11.844529034680031,8.074414463669054,0,0.496551381234279,0.12443036215390332,9.021679357042284,8.81679114656328,9.138324589077563,0.3215334425142835,0
2023-06-19,R01,Northern,8.407556522671053,8.864398980257482,0,0.496551381234279,0.12443036215390332,10.011928129990572,9.718196677497229,10.259949265615028,0.5417525881177987,0
2023-06-26,R01,Northern,8.421852469161372,7.999199193187158,0,0.496551381234279,0.12443036215390332,8.973299728176139,8.85970401001134,9.131608934806074,0.27190492479473427,0
2023-07-03,R01,Northern,7.830247780163599,7.890952983300437,0,0.496551381234279,0.12443036215390332,9.14652125667697,8.981008631339604,9.379419770116819,0.3984111387772149,0
2023-07-10,R01,Northern,10.805375329539821,8.202081321730198,0,0.496551381234279,0.12443036215390332,9.18442497439179,9.027009032059087,9.353097517127924,0.32608848506883703,0
2023-07-17,R01,Northern,10.858687833044858,10.297583047654486,1,0.496551381234279,0.12443036215390332,11.73582583809732,11.508904002871434,11.910099120038156,0.40119511716672207,0
2023-07-24,R01,Northern,14.015932641776418,11.332227511171455,1,0.496551381234279,0.12443036215390332,13.209170116695077,12.851751742870114,13.58161767160139,0.7298659287312752,0
2023-07-31,R01,Northern,9.561641916801198,6.965651506409319,0,0.496551381234279,0.12443036215390332,7.572010683443415,7.392599393259818,7.69097122446707,0.29837183120725186,0
2023-08-07,R01,Northern,6.9545449547090215,7.400683766250455,0,0.496551381234279,0.12443036215390332,7.949479770117651,7.754443569799711,8.067397361255024,0.3129537914553131,0
2023-08-14,R01,Northern,4.374785090708926,7.176729152873527,0,0.496551381234279,0.12443036215390332,7.920781275318817,7.807827887747447,8.000272516598372,0.19244462885092517,0
2023-08-21,R01,Northern,8.993209093777491,8.454908345526414,0,0.496551381234279,0.12443036215390332,9.14478607114465,8.65413729054073,9.361950905982688,0.7078136154419585,1
2023-08-28,R01,Northern,15.987380537173125,15.180911533571022,1,0.496551381234279,0.12443036215390332,17.79927419149121,17.31484315934655,18.888277097018104,1.5734339376715525,0
2023-09-04,R01,Northern,6.786899266679862,7.369540152394761,0,0.496551381234279,0.12443036215390332,8.085246278126874,7.867987155514559,8.369965338516256,0.5019781830016967,0
2023-09-11,R01,Northern,1.5013479214886738,6.47862509457677,0,0.496551381234279,0.12443036215390332,6.813444336310444,6.601136143121968,6.98423867144324,0.3831025283212721,0
